Market,Order Region,Category Name,Shipping Mode,total_orders,avg_days_variance,late_delivery_rate_pct,cancellation_rate_pct,total_sales,total_profit,total_losses
USCA,Canada,Cardio Equipment,First Class,9,1,100,0,2199.78,412.74,-71.19
LATAM,South America,Lacrosse,Second Class,9,1.3,66.67,0,774.78,267.72,-14
Europe,Eastern Europe,Cardio Equipment,Same Day,9,0.4,44.44,0,2499.75,388.99,-6.14
LATAM,Central America,Kids' Golf Clubs,First Class,9,1,100,0,2577.41,680.69,0
USCA,US Center,Electronics,Same Day,9,0.7,66.67,0,1205.73,93.22,-48.89
Africa,Central Africa,Golf Balls,Standard Class,9,0.4,33.33,0,390.78,-37.9,-90.85
Pacific Asia,Oceania,Golf Apparel,Standard Class,9,-0.9,11.11,0,479.76,-59.63,-145.82
USCA,Canada,Golf Balls,Standard Class,9,-0.8,0,0,398.76,-8.96,-57.15
Europe,Northern Europe,Lacrosse,Second Class,9,2.2,88.89,0,1099.8,292.83,-14.8
USCA,West of USA,Golf Apparel,Standard Class,9,-0.4,44.44,0,599.7,-57.36,-200.52
Pacific Asia,South Asia,Girls' Apparel,Second Class,9,1.6,55.56,11.11,1799.96,404.53,-98.96
Africa,West Africa,Shop By Sport,Same Day,9,0.1,11.11,22.22,1279.68,202.44,-140.43
Pacific Asia,South Asia,Hunting & Shooting,Standard Class,9,0.1,33.33,0,779.74,38,-61.51
Europe,Western Europe,Fitness Accessories,First Class,9,1,100,0,1404.76,217.43,-7
Pacific Asia,Eastern Asia,Boxing & MMA,Standard Class,9,0.2,44.44,0,1594.13,176.16,-142.92
Europe,Southern Europe,Girls' Apparel,Second Class,9,1.8,77.78,0,1309.85,393.24,0
LATAM,South America,Fitness Accessories,First Class,9,1,88.89,11.11,874.75,232.38,-13.07
Africa,North Africa,Electronics,First Class,9,1,100,0,1039.73,270.05,0
Pacific Asia,West Asia,Golf Gloves,Second Class,9,2.6,100,0,649.8,-29.62,-123.08
Pacific Asia,Oceania,Girls' Apparel,Second Class,9,2.2,55.56,22.22,1014.99,138.06,-90.36
LATAM,Central America,Men's Golf Clubs,Second Class,9,1.3,55.56,0,1674.85,257.26,-158.85
USCA,East of USA,Baseball & Softball,Second Class,9,1.2,66.67,0,1664.66,328.26,-51.96
LATAM,Caribbean,Women's Golf Clubs,Standard Class,9,-0.4,22.22,0,1959.84,356.17,-39.38
LATAM,Caribbean,Men's Golf Clubs,Standard Class,9,0.4,55.56,0,1489.87,141.09,-85.8
Pacific Asia,Oceania,Boxing & MMA,Standard Class,9,0.3,44.44,0,1484.19,362.3,0
Pacific Asia,South Asia,Trade-In,Second Class,9,1.7,77.78,11.11,455.73,-8.31,-66.61
Europe,Southern Europe,Strength Training,Standard Class,9,-0.4,22.22,0,7555.95,482.88,-1246.09
USCA,East of USA,Boxing & MMA,Standard Class,9,-0.1,44.44,0,1484.19,378.65,0
Pacific Asia,Southeast Asia,Hunting & Shooting,Standard Class,9,0.1,44.44,0,659.78,149.78,-12.96
LATAM,Central America,Baseball & Softball,Same Day,9,0.6,55.56,0,1389.71,403.06,-24.88
Pacific Asia,Oceania,Accessories,Same Day,9,0.2,22.22,0,624.75,26.76,-90.2
Pacific Asia,Eastern Asia,DVDs,Second Class,9,2.4,77.78,0,1479.42,307.96,-21.78
LATAM,South America,Accessories,Same Day,9,0.6,55.56,0,724.71,-143.93,-242.93
USCA,East of USA,Tennis & Racquet,Standard Class,9,0,22.22,0,1079.76,232.09,-5.88
Pacific Asia,Eastern Asia,Children's Clothing,Standard Class,9,-0.1,33.33,0,3213.9,565.89,-78.3
Pacific Asia,Oceania,Computers,Standard Class,9,-0.1,22.22,11.11,13500,-3464.36,-4824.29
Pacific Asia,West Asia,Tennis & Racquet,Standard Class,9,-0.8,22.22,0,1124.75,-363.92,-526.38
USCA,South of  USA,Accessories,Second Class,9,1.9,77.78,0,499.8,-21.19,-86.18
USCA,South of  USA,Accessories,First Class,9,1,100,0,624.75,110.8,0
Pacific Asia,South Asia,DVDs,Second Class,9,2.1,66.67,0,1479.42,0.67,-207.58
LATAM,South America,Baseball & Softball,Second Class,9,1.6,66.67,0,954.82,298.25,-6.78
Pacific Asia,Southeast Asia,DVDs,Second Class,9,1.9,77.78,0,1479.42,284.76,-48.86
Europe,Northern Europe,Baseball & Softball,Second Class,9,2,77.78,0,1119.83,144.58,-114.04
Europe,Western Europe,Soccer,First Class,9,1,100,0,1584.83,242.69,-74.01
USCA,West of USA,Girls' Apparel,Second Class,9,1.8,33.33,22.22,1104.95,4.96,-230.62
Pacific Asia,Southeast Asia,Pet Supplies,Same Day,9,0.3,33.33,0,759.6,9.06,-127.23
Africa,West Africa,Accessories,Second Class,9,1.9,77.78,0,799.68,-84.9,-186.3
Europe,Southern Europe,Boxing & MMA,Second Class,9,1.3,44.44,0,2074.56,351.42,-118.9
Europe,Southern Europe,Crafts,Second Class,8,1.9,75,0,3691.84,-90.92,-812.9
Pacific Asia,Oceania,Sporting Goods,Same Day,8,0.8,50,12.5,2622,388.99,-78.54
Pacific Asia,West Asia,Baseball & Softball,Standard Class,8,-1,0,0,1339.71,-6.5,-283.52
Pacific Asia,South Asia,Women's Clothing,Same Day,8,0.4,37.5,0,1726.56,42.07,-158.08
Pacific Asia,Eastern Asia,Women's Clothing,Same Day,8,0.6,50,12.5,1726.56,461.79,0
Europe,Northern Europe,As Seen on  TV!,Standard Class,8,0,50,12.5,2999.7,-165.4,-786.95
Pacific Asia,South Asia,Electronics,Same Day,8,0.6,50,0,855.78,40.84,-76.81
Pacific Asia,South Asia,Fitness Accessories,Standard Class,8,0.5,50,0,839.76,262.44,0
Pacific Asia,Southeast Asia,Garden,Same Day,8,0.4,37.5,0,4260.64,1050.67,-89.47
USCA,East of USA,Trade-In,Second Class,8,2,75,12.5,479.76,159,0
Africa,West Africa,Trade-In,First Class,8,1,100,0,587.67,12.93,-127.92
Pacific Asia,South Asia,Golf Apparel,Standard Class,8,0,25,12.5,479.76,32.06,-81.67
Pacific Asia,Eastern Asia,Golf Balls,First Class,8,1,100,0,456.76,123.97,0
Pacific Asia,South Asia,Sporting Goods,Second Class,8,1.9,75,0,2622,520.74,-146.01
Europe,Southern Europe,Consumer Electronics,Same Day,8,0.6,62.5,0,2023.04,334.3,0
Europe,Western Europe,Golf Balls,Same Day,8,0.5,25,0,539.71,126.23,0
Europe,Southern Europe,Golf Balls,First Class,8,1,100,0,376.79,65.53,0
LATAM,Central America,Fitness Accessories,Second Class,8,2,100,0,769.78,87.29,-84.82
USCA,US Center,Lacrosse,Standard Class,8,-0.4,25,0,649.74,-106.04,-230.09
LATAM,Caribbean,Lacrosse,Standard Class,8,0.8,62.5,0,474.81,87.96,-12.15
LATAM,South America,Boxing & MMA,Second Class,8,2.5,100,0,1619.39,0.46,-317.72
Pacific Asia,Oceania,Golf Balls,First Class,8,1,100,0,454.74,41.61,-39.03
Europe,Southern Europe,Consumer Electronics,First Class,8,1,100,0,2023.04,-91.98,-427.09
Europe,Eastern Europe,Electronics,Same Day,8,0.3,25,0,1018.74,151.54,-101.68
Africa,North Africa,Shop By Sport,Same Day,8,0.4,37.5,0,839.79,210.17,0
Pacific Asia,Central Asia,Cardio Equipment,Second Class,8,1.5,62.5,0,1999.8,474.3,-58.09
Europe,Southern Europe,Computers,Second Class,8,1.8,62.5,0,12000,-592.95,-3442.5
Pacific Asia,Central Asia,Camping & Hiking,Same Day,8,0.3,25,0,2399.84,450.09,-23.22
Pacific Asia,Southeast Asia,Hockey,Second Class,8,1.5,75,0,508,64.78,-57.43
Pacific Asia,Oceania,Men's Clothing,Second Class,8,1.5,75,0,1686.8,559.6,0
Africa,West Africa,Golf Balls,Second Class,8,1.6,75,0,426.76,21.61,-80.15
Pacific Asia,South Asia,Children's Clothing,Second Class,8,2,75,0,2856.8,935.03,0
USCA,South of  USA,Golf Shoes,Standard Class,8,0,50,0,1365,77.27,-260.32
Pacific Asia,South Asia,Men's Clothing,First Class,8,1,100,0,1686.8,338.85,-50.6
USCA,US Center,Fitness Accessories,Standard Class,8,0.6,75,0,664.81,-177.18,-255
Europe,Western Europe,Hunting & Shooting,First Class,8,1,87.5,0,1766.96,284.6,-32.06
Africa,West Africa,Golf Gloves,Second Class,8,1.6,62.5,0,594.72,123.61,-35.2
Africa,North Africa,Golf Gloves,Standard Class,8,0.5,62.5,0,404.79,82.12,-20.55
Europe,Western Europe,Hunting & Shooting,Same Day,8,0.5,50,12.5,1364.91,400.63,0
Pacific Asia,Eastern Asia,Golf Gloves,First Class,8,1,100,0,514.77,80.68,-28.09
Pacific Asia,Central Asia,Men's Footwear,First Class,8,1,100,0,1039.92,225.72,-1.75
Africa,Southern Africa,Men's Footwear,Same Day,8,0.5,25,25,1039.92,309.51,0
LATAM,South America,Golf Shoes,First Class,8,1,100,0,1426,-102,-229.48
Africa,Central Africa,Fishing,Same Day,8,0.1,12.5,0,3199.84,240.43,-185.99
Pacific Asia,Southeast Asia,Baby,Second Class,8,1.5,75,0,472.64,-85.6,-117.8
Africa,West Africa,Girls' Apparel,Second Class,8,2.8,87.5,0,779.96,-28.88,-98.79
LATAM,Central America,Tennis & Racquet,Second Class,8,2.4,87.5,0,1124.75,430.88,0
Pacific Asia,Southeast Asia,Baby,First Class,8,1,100,0,472.64,79.42,-11.58
Europe,Northern Europe,Girls' Apparel,Second Class,8,1.8,62.5,12.5,1009.97,-516.33,-630.8
LATAM,Caribbean,Tennis & Racquet,Standard Class,8,0.1,37.5,0,1304.71,-4.26,-241.15
Pacific Asia,Eastern Asia,Girls' Apparel,First Class,8,1,100,0,1709.95,365.28,-57.72
LATAM,Central America,Strength Training,Standard Class,8,0.4,62.5,0,1512,94.75,-234.35
LATAM,Caribbean,Trade-In,First Class,8,1,87.5,0,647.76,134.61,-22.88
Pacific Asia,Oceania,Hunting & Shooting,Standard Class,8,-0.1,50,0,749.75,202.62,-11.64
Europe,Western Europe,Trade-In,Same Day,8,0.4,37.5,0,653.76,113.91,-47.49
Europe,Eastern Europe,Hockey,Standard Class,8,0.1,37.5,0,502,113.17,-7.45
Europe,Western Europe,Golf Gloves,Same Day,8,0.9,87.5,0,1059.77,264.34,-59.77
LATAM,Caribbean,Baseball & Softball,Second Class,8,2.3,75,0,1294.73,144.42,-81.85
Africa,Central Africa,Hockey,Standard Class,8,-0.5,25,0,564,136.82,0
Pacific Asia,Oceania,Baseball & Softball,Second Class,8,1.6,62.5,0,1079.72,398.39,0
Pacific Asia,West Asia,Baseball & Softball,Second Class,8,1.9,87.5,0,954.77,212.18,0
USCA,West of USA,Tennis & Racquet,Standard Class,8,0.5,62.5,0,1484.67,55.54,-289.24
LATAM,Caribbean,Girls' Apparel,Second Class,8,1.5,62.5,12.5,1184.91,247.91,-52.49
Pacific Asia,South Asia,Tennis & Racquet,Standard Class,8,-1,0,0,1079.76,48.62,-153.11
LATAM,Caribbean,Kids' Golf Clubs,Standard Class,8,0.5,50,0,1766.65,56.4,-211.84
Europe,Eastern Europe,Girls' Apparel,Second Class,7,2.9,100,0,749.89,212.32,0
Africa,West Africa,Hunting & Shooting,Standard Class,7,-0.1,42.86,0,569.81,152.75,-7.12
Pacific Asia,Oceania,Baby,First Class,7,1,100,0,413.56,51.08,-41.55
Africa,North Africa,Golf Apparel,Standard Class,7,-0.6,28.57,0,479.76,-91.78,-151.74
Pacific Asia,Central Asia,Water Sports,Second Class,7,3.1,85.71,0,1399.93,-354.5,-591.68
Pacific Asia,Oceania,Sporting Goods,First Class,7,1,100,0,2294.25,572.61,0
Europe,Northern Europe,Consumer Electronics,First Class,7,1,85.71,14.29,1770.16,181.4,-145.15
USCA,US Center,Golf Apparel,Standard Class,7,0.3,42.86,0,419.79,64.98,-26.67
LATAM,Caribbean,Electronics,Same Day,7,0.3,28.57,0,1023.73,209.49,-69.93
Europe,Northern Europe,Trade-In,First Class,7,1,100,0,439.74,8.96,-125.36
Africa,Central Africa,Cardio Equipment,Same Day,7,0.1,14.29,0,2099.79,628.04,0
Africa,East Africa,Shop By Sport,Same Day,7,0.3,28.57,14.29,799.8,-127.93,-180
Europe,Western Europe,Golf Bags & Carts,First Class,7,1,100,0,1189.93,242.54,-31.86
Africa,West Africa,Golf Shoes,Standard Class,7,0,28.57,0,1300,62.41,-221
Africa,Southern Africa,Water Sports,Same Day,7,0.9,71.43,14.29,1399.93,-156,-281.59
Europe,Northern Europe,Computers,First Class,7,1,100,0,10500,3097.23,0
LATAM,Central America,Kids' Golf Clubs,Second Class,7,2,71.43,0,1466.89,199.6,-6.76
Pacific Asia,Southeast Asia,Trade-In,First Class,7,1,85.71,0,503.73,-42.74,-136.42
Pacific Asia,Oceania,Trade-In,First Class,7,1,100,0,343.8,-24.71,-99.56
Pacific Asia,Eastern Asia,Trade-In,Second Class,7,2.7,85.71,0,329.82,93.2,-8.79
Africa,East Africa,Camping & Hiking,Same Day,7,0.1,14.29,0,2099.86,86.4,-295.77
Pacific Asia,Central Asia,Water Sports,First Class,7,1,100,0,1399.93,149.46,-138.59
Europe,Western Europe,Accessories,Same Day,7,0.6,42.86,14.29,474.81,13.86,-78.37
Europe,Southern Europe,Hunting & Shooting,Second Class,7,2,85.71,0,527.89,14.9,-86.39
Pacific Asia,Southeast Asia,DVDs,First Class,7,1,100,0,1150.66,390.14,0
Africa,Central Africa,Women's Apparel,Same Day,7,0,0,0,1150,19.2,-192.79
LATAM,Caribbean,Golf Apparel,Second Class,7,2.6,85.71,0,339.83,66.78,-11.25
Pacific Asia,Eastern Asia,DVDs,First Class,7,1,100,0,1150.66,-249.92,-376.62
Pacific Asia,South Asia,Baseball & Softball,Second Class,7,2.7,85.71,0,974.8,-160.51,-328.49
USCA,West of USA,Golf Shoes,Standard Class,7,-0.6,42.86,0,1365,344.74,0
Europe,Southern Europe,Golf Gloves,First Class,7,1,85.71,0,1544.85,-128.62,-308.96
Pacific Asia,Eastern Asia,Pet Supplies,Same Day,7,0.4,42.86,14.29,590.8,161.79,0
Africa,West Africa,Baseball & Softball,Standard Class,7,0.3,28.57,14.29,1079.77,-63.37,-215.52
Africa,Southern Africa,Cleats,Same Day,7,1,71.43,0,1319.78,226.83,-90.78
LATAM,Central America,Hockey,Same Day,7,0.3,28.57,0,401,143.42,0
Europe,Southern Europe,CDs,Second Class,7,1.4,71.43,0,79.03,19.58,0
Pacific Asia,Oceania,CDs,First Class,7,1,100,0,79.03,6.82,-9.84
Europe,Eastern Europe,Fishing,Same Day,7,0.4,42.86,0,2799.86,771.13,0
Africa,Southern Africa,Fishing,Same Day,7,0.4,42.86,0,2799.86,-45.45,-473.58
USCA,US Center,Girls' Apparel,First Class,7,1,100,0,684.97,-141.72,-307.61
LATAM,Central America,Tennis & Racquet,First Class,7,1,100,0,944.79,254.22,0
USCA,West of USA,Tennis & Racquet,Second Class,7,1.9,100,0,899.8,296.32,0
USCA,East of USA,Golf Balls,Second Class,7,2.9,85.71,0,346.8,74.31,-35.97
Europe,Eastern Europe,Boxing & MMA,Standard Class,7,-0.7,14.29,0,1484.19,-290.12,-438.79
Pacific Asia,South Asia,Books,Standard Class,7,-0.4,28.57,0,217.56,47.25,0
Europe,Eastern Europe,Girls' Apparel,First Class,7,1,100,0,874.99,216.9,0
Pacific Asia,Eastern Asia,Baby,First Class,7,1,100,0,413.56,136.85,0
Pacific Asia,Eastern Asia,Lacrosse,Standard Class,7,-0.1,14.29,14.29,549.78,79.81,-62.87
Pacific Asia,Oceania,Books,Second Class,7,1.4,57.14,0,217.56,14.65,-16.86
Europe,Southern Europe,Golf Apparel,First Class,7,1,100,0,579.87,156.51,-3.57
USCA,West of USA,Golf Gloves,First Class,7,1,100,0,434.82,-7.24,-55.93
USCA,West of USA,Girls' Apparel,First Class,7,1,85.71,0,774.96,182.96,-9.05
Africa,Southern Africa,Golf Balls,Standard Class,7,-0.4,14.29,0,374.77,57.91,-30.5
USCA,East of USA,Golf Gloves,First Class,7,1,100,0,629.76,8.66,-100.75
USCA,West of USA,Golf Balls,First Class,7,1,100,0,394.78,-86.75,-158.6
Europe,Northern Europe,Books,First Class,7,1,100,0,217.56,-0.41,-22.91
Pacific Asia,Central Asia,Electronics,Standard Class,7,-0.3,28.57,0,799.82,162.52,-50.67
Pacific Asia,Eastern Asia,Men's Clothing,Second Class,7,2.4,71.43,14.29,1475.95,-11.23,-204.06
Africa,Central Africa,Electronics,First Class,7,1,100,0,815.79,148.18,0
Pacific Asia,Southeast Asia,Men's Clothing,Second Class,7,2.6,71.43,14.29,1475.95,170.94,-7
Africa,North Africa,Fitness Accessories,Standard Class,7,-0.4,14.29,0,699.8,-34.54,-170.6
Pacific Asia,West Asia,Golf Balls,Second Class,7,2.7,100,0,309.82,61.08,-5.56
Africa,North Africa,Golf Balls,Second Class,7,1.6,85.71,14.29,338.79,46.64,-10.92
Africa,East Africa,Electronics,Second Class,7,2.6,85.71,0,895.77,178.97,0
Europe,Western Europe,Lacrosse,First Class,7,1,100,0,1874.76,434.8,0
Pacific Asia,Southeast Asia,Golf Gloves,Second Class,7,1.9,71.43,0,339.84,112.61,0
Pacific Asia,Southeast Asia,Men's Clothing,Same Day,7,0.6,42.86,0,1475.95,230.62,0
Europe,Northern Europe,Golf Shoes,Second Class,7,1.7,71.43,0,1763,578.3,0
Europe,Southern Europe,Golf Shoes,Second Class,7,2.6,85.71,0,1745,-56.49,-414.2
Pacific Asia,South Asia,Consumer Electronics,Second Class,6,2.7,83.33,0,1517.28,339.42,-24.02
USCA,West of USA,Boxing & MMA,Second Class,6,2.2,66.67,0,989.46,162.45,-137.59
Europe,Western Europe,Baseball & Softball,Same Day,6,0.3,33.33,0,694.88,-171.79,-301.46
Europe,Southern Europe,Golf Bags & Carts,Standard Class,6,-0.2,33.33,0,1019.94,-350.2,-471.33
Africa,North Africa,Electronics,Same Day,6,0.5,50,0,595.84,158.54,-14.85
Pacific Asia,Oceania,Fitness Accessories,Second Class,6,2.5,83.33,16.67,489.86,82.47,0
LATAM,Caribbean,Fitness Accessories,Second Class,6,2.8,100,0,594.83,94.85,-41.4
Pacific Asia,Central Asia,Shop By Sport,Same Day,6,0.2,16.67,0,619.86,-82.49,-184.33
Africa,West Africa,Golf Apparel,Standard Class,6,-0.2,33.33,0,359.82,17.16,-48.82
Africa,West Africa,Electronics,First Class,6,1,100,0,633.85,34.5,-111.53
Pacific Asia,Eastern Asia,Tennis & Racquet,Standard Class,6,0,50,16.67,539.88,42.79,-20.79
LATAM,South America,Men's Golf Clubs,First Class,6,1,66.67,0,1159.9,318.66,0
Pacific Asia,Eastern Asia,Hunting & Shooting,Standard Class,6,0,50,0,629.79,-49.08,-136.22
LATAM,South America,Golf Balls,Same Day,6,0.8,66.67,0,354.8,1.33,-69.27
LATAM,Central America,Soccer,Second Class,6,1.7,50,0,1289.85,297.97,0
Pacific Asia,Eastern Asia,Golf Shoes,Second Class,6,1.7,50,0,1105,233.53,-24.28
Europe,Western Europe,Girls' Apparel,Same Day,6,0.8,83.33,0,660,-184,-292.25
Pacific Asia,Oceania,Golf Gloves,First Class,6,1,100,0,479.79,126.1,0
LATAM,South America,Soccer,Second Class,6,2.2,66.67,0,1449.83,469.02,0
USCA,Canada,Girls' Apparel,Standard Class,6,-0.8,16.67,16.67,974.96,135.9,-28.59
Pacific Asia,South Asia,Computers,Second Class,6,1.5,66.67,0,9000,1608,-921.3
USCA,US Center,Trade-In,Second Class,6,2.3,50,0,395.79,56.43,-24.21
Pacific Asia,Southeast Asia,Trade-In,Second Class,6,2.8,100,0,283.83,13.53,-34.99
Pacific Asia,Oceania,Golf Gloves,Same Day,6,0.2,16.67,0,479.82,-55.39,-108.22
USCA,Canada,Accessories,Standard Class,6,-0.3,33.33,0,449.82,84.7,0
Europe,Western Europe,Computers,Same Day,6,0.5,50,0,9000,2162.16,-293.58
Pacific Asia,West Asia,Girls' Apparel,First Class,6,1,83.33,16.67,949.96,139.33,-76.42
USCA,South of  USA,Hunting & Shooting,Standard Class,6,-0.8,16.67,0,749.75,184.48,-14.96
USCA,East of USA,Trade-In,First Class,6,1,100,0,259.86,89.32,0
LATAM,South America,Kids' Golf Clubs,Second Class,6,2,50,16.67,1086.87,115.2,-115.48
LATAM,Central America,Golf Shoes,Same Day,6,0.5,16.67,16.67,1256,393.02,0
Europe,Southern Europe,Trade-In,Second Class,6,2.2,66.67,16.67,683.88,153.85,-55.41
USCA,South of  USA,Golf Balls,Second Class,6,2.3,100,0,317.82,9.42,-62.16
Pacific Asia,Eastern Asia,Health and Beauty,Same Day,6,0.7,66.67,0,1758.24,231.25,-232.09
Europe,Northern Europe,Electronics,Same Day,6,0.7,66.67,0,511.84,-354.61,-433.28
Africa,Southern Africa,Electronics,Second Class,6,2,83.33,0,830.8,173.97,-19.37
Pacific Asia,South Asia,Books,Same Day,6,0.8,83.33,0,186.48,-13.52,-39.09
Pacific Asia,Eastern Asia,Golf Balls,Same Day,6,0.8,83.33,0,284.84,83.24,0
Pacific Asia,Southeast Asia,Books,Second Class,6,3,100,0,186.48,24.57,-6.88
Pacific Asia,South Asia,Lacrosse,Standard Class,6,1,66.67,0,449.82,101.3,0
Europe,Northern Europe,Books,Second Class,6,2.3,100,0,186.48,65.94,0
Africa,Southern Africa,Girls' Apparel,First Class,6,1,100,0,1119.98,198.52,0
Pacific Asia,Oceania,Crafts,Second Class,6,1.2,66.67,0,2768.88,-337.74,-654.95
Pacific Asia,South Asia,Pet Supplies,Same Day,6,0.3,33.33,0,506.4,73.43,-15.91
Pacific Asia,Eastern Asia,Baseball & Softball,First Class,6,1,83.33,0,609.84,50.97,0
Europe,Western Europe,Hockey,Same Day,6,0.7,66.67,0,491,-14.9,-84.51
LATAM,Caribbean,Golf Balls,First Class,6,1,100,0,304.84,68.7,-3.41
Africa,West Africa,Girls' Apparel,First Class,6,1,83.33,0,820,182.05,-59.36
Europe,Southern Europe,Tennis & Racquet,Standard Class,6,0.8,83.33,0,719.84,162.27,-23.74
Europe,Western Europe,Crafts,Same Day,6,0.3,33.33,0,2768.88,280.12,-109.21
Africa,West Africa,Trade-In,Second Class,6,2.5,100,0,241.86,52.63,-3.65
LATAM,Caribbean,Baseball & Softball,First Class,6,1,100,0,814.86,23.41,-151.25
Pacific Asia,Southeast Asia,Baseball & Softball,Second Class,6,2,83.33,0,679.87,116.98,-66.51
Europe,Northern Europe,Children's Clothing,Same Day,6,0.5,33.33,16.67,2142.6,-494.23,-671.1
LATAM,South America,Hunting & Shooting,First Class,6,1,100,0,479.92,44.89,-37.37
Pacific Asia,Oceania,Toys,Same Day,6,0.2,16.67,0,69.24,-4.73,-17.14
Africa,West Africa,Tennis & Racquet,Standard Class,6,-0.3,16.67,0,764.83,218.12,0
Europe,Northern Europe,Accessories,First Class,6,1,83.33,16.67,524.79,107.62,0
Pacific Asia,Oceania,Golf Balls,Same Day,6,0.7,50,0,265.86,-3.93,-15.31
Pacific Asia,Oceania,Hunting & Shooting,Second Class,6,1.7,66.67,16.67,689.77,156.29,0
Pacific Asia,South Asia,Computers,Standard Class,6,-0.3,33.33,16.67,9000,-1430.21,-2922.75
Europe,Western Europe,Boxing & MMA,Same Day,6,0.5,50,0,1319.81,187.28,-54.64
Europe,Southern Europe,Golf Gloves,Second Class,6,1.8,83.33,0,739.9,113.19,-63.02
LATAM,Central America,Hunting & Shooting,First Class,6,1,100,0,668.89,125.08,0
LATAM,South America,Women's Golf Clubs,Second Class,6,2.2,83.33,0,1559.86,371.65,0
Pacific Asia,South Asia,DVDs,First Class,6,1,83.33,16.67,986.28,311.59,0
Europe,Southern Europe,Baseball & Softball,Second Class,6,1.5,66.67,0,639.86,104.39,-13.92
Europe,Eastern Europe,Lacrosse,Standard Class,6,0.7,66.67,0,374.85,123.68,-0.33
Africa,Central Africa,Golf Gloves,Standard Class,6,0.7,66.67,0,399.84,130.65,0
LATAM,South America,Tennis & Racquet,Second Class,6,1.3,50,0,674.85,-52.43,-156.99
USCA,South of  USA,Electronics,Same Day,6,0.3,33.33,16.67,622.84,-54.22,-172.9
Pacific Asia,West Asia,Electronics,Same Day,6,0.5,50,0,907.81,227.31,-47.59
Pacific Asia,Central Asia,Shop By Sport,Second Class,6,2.2,83.33,0,819.84,217.74,0
LATAM,South America,Girls' Apparel,Same Day,6,0.2,16.67,16.67,1074.95,295.06,0
Pacific Asia,Oceania,CDs,Second Class,6,2.3,83.33,0,67.74,2.14,-3.95
USCA,Canada,Men's Footwear,Same Day,6,0.3,33.33,0,779.94,-44.09,-154.86
Europe,Southern Europe,CDs,First Class,6,1,100,0,67.74,4.79,-7.68
Europe,Northern Europe,CDs,Same Day,6,0.3,33.33,0,67.74,10.23,0
LATAM,Caribbean,Accessories,Same Day,6,0.5,50,0,399.84,105.09,0
Pacific Asia,Southeast Asia,Toys,Same Day,6,0.7,66.67,0,69.24,0.04,-20.77
Europe,Southern Europe,Hunting & Shooting,First Class,6,1,100,0,974.88,89.29,-100.02
USCA,West of USA,Baseball & Softball,First Class,6,1,100,0,914.81,-1.56,-119.52
Africa,Southern Africa,Baseball & Softball,Standard Class,6,-0.7,16.67,0,1004.77,48.91,-9.8
LATAM,Central America,Golf Bags & Carts,Standard Class,6,0.3,50,0,1019.94,53.13,-141.3
Pacific Asia,West Asia,Hockey,Second Class,6,1.8,83.33,0,360,39.25,-31.89
Pacific Asia,Central Asia,Cleats,Same Day,6,0.2,16.67,0,1139.81,1,-144.33
